,Gene Description,Gene Accession Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3486,Autotaxin mRNA,L35594_at,-1.34411176,-1.335163026,-1.423498758,-1.3627031,-1.373415231,-0.784198902,-1.33742052,-1.335413943,-1.424392336,-1.185748659,-1.243743654,-1.01377406,-1.318316435,-1.356060601,-1.339686102,-1.357386275,-1.510219388,-1.179975696,-1.207606614,-0.45732255,-1.045769178,-1.111595482,-1.187118125,-1.434645277,-1.217174178,-1.24631406,-1.216362346,-1.385727619,-1.063445157,0.549331886,-0.140249376,-1.404189209,-1.434727011,-1.314257825,-1.18597905,-1.365587283,-1.31181697,-1.299149559,-1.225212914,0.341694734,-1.145432169,-1.24638365,0.275680887,-1.072448275,-1.06247623,-1.120330201,-1.270905826,-1.431552747,-1.304079068,-1.280712643,-1.227021204,-0.990861792,-1.255388679,-1.318241123,-1.156389118,-1.292206597,-1.058009908,-1.224099054,-1.098814617,-1.110465113,-1.216220492,-0.545600806,-1.420360839,-1.481627658,-1.143157921,-1.018678067,-1.183311149,-1.362381334,-1.422468728,-1.041303633,-1.21065485,-1.29024248
3487,AVPR1B Arginine vasopressin receptor 1B,L37112_at,1.060475259,0.924175274,1.186269745,1.199360238,0.362741939,1.448804244,1.352378144,1.217641207,0.979910928,1.088227087,1.050652946,1.088092097,0.744267177,0.966822471,0.501112283,1.019446046,1.090531315,0.902596449,0.970509519,0.566704143,0.754273577,0.831984776,1.282629876,1.119517078,1.007134414,0.469729837,1.572154188,1.064885955,0.124427507,1.091621728,1.512315154,1.200825089,1.260882241,1.364838407,1.300960705,1.188377474,0.490613114,1.094484874,1.276088492,1.339325695,0.682244564,0.644514544,0.576454845,0.730643407,-0.223163999,1.143467153,1.014692128,1.004167389,1.569456671,1.192466537,1.240005594,0.981457258,1.166743345,1.181002611,1.241066805,1.163488262,0.953783934,1.355752303,0.973508226,1.082145703,1.513028877,1.249371058,1.092408362,1.542239618,1.492471205,0.712016514,0.049415648,0.450869808,0.6289954,0.962205902,1.035977626,0.880438359
3488,SELL Leukocyte adhesion protein beta subunit,M15395_at,-0.920940457,1.068602958,-0.41677502,-0.564485166,0.80623269,0.955577118,-0.766175882,-1.335413943,1.249052419,0.786184269,-0.551977187,-1.01377406,0.384178062,1.602955022,1.185537718,0.59022754,1.138289768,0.022635961,-1.207606614,-1.465156758,-0.132571325,-1.111595482,-0.194571935,-0.248037627,-1.217174178,-0.235238066,-1.216362346,0.249482442,1.724330437,2.040824414,1.695852091,1.499443928,0.600887738,1.779571137,0.699924925,2.132843942,1.14599798,-1.230136727,-1.225212914,-1.254586207,0.212575822,-0.273646038,0.926039147,-0.60171431,1.801662005,0.96340806,0.640574717,1.325616643,-1.304079068,1.601759687,1.383830912,2.691420041,0.521721593,2.094800624,0.490779564,-0.27689712,1.650510153,2.017722555,0.835848183,1.306265713,0.042005779,2.507393466,1.921007065,1.363194429,1.64978817,1.641454386,1.889637319,0.514589293,1.414806337,1.043551957,0.864647868,-0.324698354
3489,DNA-BINDING PROTEIN A,M24069_at,0.78521336,0.677519215,-0.942809761,0.551547389,0.877892405,-0.528718318,0.436546403,1.130387844,-0.316777304,0.094591348,0.699141572,0.849987517,0.832820502,-0.70060337,0.741284269,0.516082946,0.005443437,-1.161051891,1.109786254,1.175304841,-0.992786049,-1.111595482,-0.132573267,0.553281389,1.311816276,0.877348786,-0.965638431,0.526969644,0.791371209,0.022929839,-0.044678871,0.074260988,0.182461856,0.661522647,-1.096932898,-0.575537733,0.532040493,0.232794289,0.149929841,0.87408967,0.652317198,1.595383941,1.473054002,1.305683265,1.016600561,0.946852327,0.268911073,0.880621012,0.290511147,-1.213221233,-0.018156799,-0.610950897,0.169699169,-1.0753081,0.16178262,0.443448763,-0.239495071,-0.381953638,-0.085849809,-0.058405359,0.35257974,-0.076278392,0.136351708,-0.430127722,0.404136367,0.187888044,-0.916197473,1.221359758,0.958948618,1.119482362,-0.179321313,1.12596478
3490,NPPB Natriuretic peptide precursor B,M25296_at,-0.081402633,-0.77460701,-0.649378579,-0.924301014,-0.158296248,-0.293821746,-1.301317602,-0.455468103,0.029651052,-0.757780706,0.138100038,-0.930743989,-1.210671264,-1.023106134,-0.779456891,0.062891336,-1.510219388,-0.016148182,-0.639407493,-1.534413371,-1.045769178,0.224178892,0.317443767,-0.701635004,-0.175606479,-1.071411928,-0.202496527,-0.568115361,-1.063445157,-1.135727158,-0.056369995,-1.404189209,-1.089996942,-1.070078348,-1.214385383,0.275562763,-0.284303034,0.059501766,-0.172155595,-0.417346751,-0.557956712,-0.470490229,-0.319362124,0.056270337,-1.06247623,-0.062845845,-0.354212613,-1.431552747,-0.080591266,-0.350037892,-1.227021204,-0.990861792,-0.769747359,-0.35165802,-0.548991601,-1.292206597,0.152060931,-0.099350287,-0.742504258,-1.110465113,-0.833667708,-1.31109581,-0.106615472,-0.361982715,-1.143157921,-1.018678067,-0.972380125,-1.362381334,-1.422468728,0.01485743,-1.21065485,-1.29024248
3491,GAP43 Growth associated protein 43,M25667_at,-0.176510927,-0.646572482,0.076240403,-0.69295103,-1.373415231,-0.838804762,0.092977598,0.414815864,-0.048153082,-0.329812753,-0.40091475,-0.791103653,-0.882604661,-0.611553584,-1.210140696,-0.166211507,0.024319566,0.216127138,-0.687527925,-1.534413371,-0.659078985,-0.061815962,0.175281518,-0.292625317,-1.019704958,-0.150840386,0.032927272,-0.203527679,-0.645140653,-1.272406126,-0.006046067,-0.050919069,-0.338609858,0.228950245,-0.021512662,-0.868443803,-0.339941506,0.035534435,0.297964033,-0.371095765,-1.145432169,-0.33025648,-1.048874867,-0.652566271,-1.06247623,-1.120330201,-0.730758163,-0.321710987,0.380340447,-0.024297822,-0.631568679,-0.990861792,0.427982886,-0.386385732,-0.036832198,0.362713271,-0.558007362,0.499062392,-0.139987358,-0.224262505,0.154597224,-0.212729312,-0.757393093,0.346839149,0.120490455,-1.018678067,-0.754348281,-1.362381334,-1.422468728,-0.179827712,-0.523477209,-0.172200453
3492,CD19 CD19 antigen,M28170_at,-0.160334266,-1.335163026,-0.899043363,-0.175887228,-0.530770285,-1.192833271,-0.389649241,-0.566918452,-1.424392336,-1.185748659,-1.243743654,-1.01377406,-1.318316435,-0.955891418,-0.195378388,-0.158378474,-1.510219388,-0.541783972,-0.213870043,-0.290716414,0.442781018,-1.111595482,-1.187118125,-0.112523293,0.034533946,0.221190766,-0.488498969,-1.385727619,-1.063445157,-1.272406126,-1.228487646,-1.404189209,-1.434727011,-1.314257825,-1.214385383,-1.365587283,-1.31181697,-1.299149559,-1.225212914,0.149111194,-1.145432169,-1.24638365,0.153942375,-0.532903814,-1.06247623,-0.025330051,-1.270905826,-0.555069593,0.011242555,-1.197129854,-1.227021204,-0.990861792,-1.443618533,-1.3272715,-0.564685404,0.488552472,-1.058009908,-1.224099054,-0.324485315,-1.110465113,-1.216220492,-1.065996527,-1.420360839,-1.37479907,-1.143157921,-1.018678067,-1.183311149,-1.362381334,-1.038391727,-0.109222811,-0.879455588,-1.130935188
3493,ARAF1 V-raf murine sarcoma 3611 viral oncogene homolog 1,U01337_at,0.97589779,0.761390968,0.526622206,0.518750438,0.051349955,0.552319923,1.016523625,1.004883281,0.829689158,0.677629169,0.990560723,0.76868236,1.373619689,0.736322806,0.579086297,0.998528037,1.252499154,0.814322571,0.928505692,0.908477795,0.509281444,1.056231052,1.033378204,0.851454533,0.931687499,0.917267481,1.180810282,0.8147837,0.725057336,1.009892415,0.183395638,0.955220717,0.880060713,1.274999035,1.163169393,1.329269074,0.812078402,1.171266362,1.043488144,1.286754356,0.979302276,1.273251461,0.378178054,0.734497544,0.893631476,1.276248868,0.909028747,1.364287359,1.0371742,0.903540678,0.959179063,1.41694109,1.357826962,1.373619519,1.199161372,0.968684369,1.252932251,1.340079409,1.634519003,0.978775618,1.169889522,0.909442468,1.322338115,1.539762285,1.2056314,1.02249638,1.154149512,1.372875316,0.92109645,0.660984088,0.914720206,0.962261039
3494,Transcription factor LSF mRNA,U03494_at,-1.414095164,-1.335163026,0.090003946,0.124387752,-0.926053288,0.235112517,0.263073418,0.463581341,-0.172713764,-0.415532242,-0.04701229,-1.01377406,0.068755246,-0.331860388,-0.036634892,0.118672038,-1.510219388,-1.179975696,-0.944178936,0.115349994,-0.103078368,0.039835371,0.168392553,0.129314966,-0.233475495,-0.208205422,0.287261936,-1.385727619,-0.03542077,-1.272406126,-0.439064752,0.179485726,-1.434727011,0.092831618,0.148594753,-1.365587283,-0.508913566,-1.299149559,0.486968879,-0.777942186,-0.928521915,-1.24638365,-0.840481893,-0.324003992,-1.06247623,0.036987957,-0.38911408,0.039170787,0.134608313,0.00046492,0.261286184,0.253172693,0.100581593,-0.037925605,-0.067936753,-0.47505349,-1.058009908,-1.224099054,-0.357082561,-0.482708354,-1.216220492,-0.430968062,-1.420360839,-0.16306009,-0.586234332,-0.854108295,-0.029568087,0.254921954,-0.384144792,-1.041303633,0.037758041,-0.079772002
3495,Homolog of Drosophila enhancer of split m9/m10 mRNA,U04241_at,1.796818685,2.447035195,2.212228587,2.27412216,1.850590599,2.866767286,2.406096865,2.388657629,2.336299819,2.354834638,2.522477697,1.93366651,1.742132911,2.541819999,1.94015143,2.272439798,1.959138672,1.916471046,1.906873976,2.036107639,0.66320294,2.499274086,2.599024471,2.32390873,1.829531288,1.897679516,0.974846731,1.637985988,1.879459624,1.432243909,2.004200909,2.339127216,1.487344462,1.863849184,1.369319051,1.623789343,1.94000796,1.964648001,2.35071322,1.436485347,2.014948404,1.746973244,1.59110611,1.87190166,1.934139398,2.270516119,2.147120909,1.842054309,1.841951843,2.086693371,2.147418276,1.558390057,2.110916097,1.839066256,2.219341635,2.332475643,2.061294771,2.035906887,2.055072984,1.173665345,1.433418102,1.831166351,1.735055523,1.446779593,1.942093842,2.202825753,2.100133479,1.89151235,1.904798826,2.429585075,2.425248726,2.167183388
3496,GARS Glycyl-tRNA synthetase,U09587_at,1.043568136,1.197320781,0.924944203,0.845539615,1.055346259,1.054699175,0.881499071,0.978496908,1.390822103,1.256114027,1.587644884,0.375751762,1.122033261,1.045793971,1.111392103,1.217169856,1.24107146,1.397001536,1.597113846,1.33627261,2.114343865,1.012343942,1.42302801,0.977997888,0.706521265,1.197787641,1.232711326,1.109720831,1.229265509,1.092564402,0.961773037,0.509429819,0.479341454,0.9075715,1.005127775,0.758663746,1.184530349,1.183728934,0.539537088,0.749314358,0.994783889,1.453591335,1.292378186,1.063819643,0.663456265,0.740196532,1.468818106,1.2828758,1.258248279,0.532943437,0.90547556,0.904164686,1.058401976,0.657688373,0.809126382,0.766176537,0.345917345,0.088271466,0.279818738,0.997849742,1.252798164,0.730460318,0.735179845,0.375500238,0.831243327,1.247284247,1.299759859,1.335822871,0.999112369,0.533080513,1.416314139,1.209732451
3497,Estrogen sulfotransferase mRNA,U20499_at,0.762253265,0.90221588,0.744521455,0.812339682,0.873180712,0.859349503,0.86818229,0.697030915,0.561141559,0.424263094,0.615252968,0.859684689,0.737465859,1.052348894,0.980434709,0.882024608,0.690997727,0.557416519,0.940415955,0.536125224,1.205349225,0.915725498,0.798105291,1.152738038,0.57957573,1.004955261,0.880809685,-0.127745078,-0.195359958,0.193318906,0.364573267,0.503287488,0.11652115,0.755168833,1.003217215,0.552593202,-0.217712498,0.663148472,0.767715112,1.279475951,0.660574302,0.211516722,0.820724826,-0.38704425,-0.127486944,1.240850973,1.110017788,0.964728877,0.558530184,-0.028493789,-0.194874101,0.544851028,0.701849219,1.050779896,0.154269971,0.731208024,0.914410715,0.582550241,0.925033318,1.140816766,0.778122974,1.641613039,1.493179781,1.579371615,0.62883869,1.440104728,0.690275453,0.266371177,0.381084442,0.838138781,0.416517101,0.877008374
3498,Protein tyrosine phosphatase sigma mRNA,U35234_at,0.889885187,-1.335163026,0.39192472,1.162776885,0.189178493,1.275228479,1.198513705,1.280643003,0.531422238,0.322436549,0.733928462,1.017025445,-0.245652565,0.565217601,0.194624703,0.472056261,-0.127284835,0.395516988,0.272816425,-0.225075951,0.477490823,0.488534853,1.24236578,0.689138051,0.694016,-0.214144224,0.257367562,0.835317585,0.21046855,-0.024878009,1.12151302,0.571475764,0.526345525,1.051934159,0.728343986,0.729898646,0.208583524,0.737395876,0.008943312,0.961473214,-0.409700194,-1.24638365,-1.196632989,0.563028253,0.348631012,-0.233358806,0.25269119,-0.402367485,0.498089294,0.413145726,1.187483616,0.279597564,0.616412201,0.328589776,0.763252526,0.951203315,0.389022898,0.541753978,-0.514982214,0.649796461,-0.150433766,0.405533546,0.016950834,0.83073366,1.121176101,0.597545042,0.559489924,-1.362381334,-1.422468728,0.893478302,0.004433981,-0.408162718
3499,"Transcription factor E2F like protein [human, mRNA, 2492 nt]",U47677_at,0.090319673,-0.300439754,0.228538911,0.172520917,-1.373415231,0.351727,0.420325606,0.574509923,-0.041656462,0.067408342,-0.183098975,0.12479076,-0.341931849,-0.325931167,-0.284469464,-0.168837152,-0.254809671,0.033434053,-0.20393447,-0.509469419,-0.624102117,-0.0466028,0.342732765,-0.268752435,-0.028632855,-0.278938788,0.150848234,0.262398665,-0.397757175,-0.216930086,-0.140249376,-1.404189209,0.325760759,-0.053906186,-1.140424979,-0.135585377,-1.31181697,0.338413192,-0.12475027,0.195861367,-0.593764109,-0.408200318,0.180454327,-0.65839439,-1.06247623,-0.031481718,-0.650117366,0.088518315,0.200983986,-0.625900524,-0.053455766,-0.622209132,0.096074968,-0.442814403,-0.178287906,0.082532491,-1.058009908,-0.196185137,-0.344723565,-1.110465113,-0.47878139,-0.267841565,-0.22908807,0.143661657,-1.143157921,-0.089575695,-0.304241304,-0.508888058,-1.422468728,-0.030212536,-0.169860357,-0.707262299
3500,"PRKCB1 Protein kinase C, beta 1",X06318_at,-0.087724805,0.061644482,-0.594258492,-0.339171662,-0.887552367,-0.705223974,-0.641405387,0.088484379,0.000928188,-1.185748659,-0.387124264,-0.99469472,-0.767010965,-0.178866372,-0.231401237,0.095171843,0.311462537,-1.179975696,-0.361244543,0.299820796,-0.223575859,-1.111595482,-1.187118125,-0.817330761,-0.608835943,-0.099477072,-1.216362346,-1.252709626,-1.063445157,-1.075030093,-1.228487646,0.126079262,-1.426267151,-0.935627471,-0.687634701,-0.659807006,-1.31181697,-0.947595913,0.008943312,-0.078649407,-1.022455396,-0.82376577,-0.131856809,-0.188325856,-1.06247623,-0.431450319,0.151532649,-0.05105964,-0.549869759,-1.280712643,-0.891483304,-0.389991962,-0.841477063,-0.829826449,-1.156389118,-0.483540496,-0.687019708,-0.349448367,-0.794257681,-0.40211224,-0.436213738,-0.190123826,-0.515733639,-0.808487684,-0.873440388,-0.785134322,0.505172575,-0.274555136,-0.027911175,-0.851852419,0.00703953,0.462587133
3501,APS Prostate specific antigen,X07730_at,0.131119134,-0.223781892,-0.79209596,-0.091150453,-0.996072383,0.304321909,0.700354128,0.101320645,-1.118207362,0.032247098,-1.243743654,0.886864917,-1.318316435,0.447733813,-0.700453567,-0.434620411,-1.510219388,-0.323655227,-0.988318918,-1.534413371,-1.045769178,0.806793152,0.971862928,-0.15090271,-0.112862529,-0.601192761,-0.484268831,0.379754717,-0.195359958,0.561070931,0.639061989,0.566707222,-0.046204469,-0.282447299,1.021215975,0.675610045,0.514099779,0.317965825,-0.186581497,1.107400212,-1.145432169,-0.422473317,-0.659277248,-1.072448275,-0.607726134,-0.92950161,-0.831017777,-0.875430158,-0.609850138,0.808476091,0.94885916,-0.343578974,-0.095051354,0.122410023,-0.658755833,-0.055666458,-1.058009908,-0.882602043,-1.098814617,-0.523126414,-0.579301579,0.636474048,-0.334539673,0.162517841,-0.404051847,-1.018678067,-1.183311149,-0.856300644,-0.743514844,-0.959199541,-0.138991237,-0.408162718
3502,"RAB2 RAB2, member RAS oncogene family",X12953_at,0.04395135,-0.969486971,-0.70444036,-0.56062537,-0.626837033,-1.192833271,-0.429969836,-0.711969506,-0.504708839,-0.892471316,-0.014873017,-1.01377406,-0.304931379,-0.774804324,0.252834923,-0.036643292,0.28845446,-1.179975696,-0.217205155,0.170176818,-0.443195978,-1.111595482,-0.959067924,-0.210405851,-1.217174178,-0.706995273,-0.554378633,-0.179879161,-0.023258642,0.063219915,-0.526685154,-0.541201105,-0.293011319,-0.060662962,-1.18597905,0.314862029,-0.079965961,-0.704901186,-0.287996313,-0.453572306,-0.593764109,-0.525239836,-0.921198084,-0.079431552,-0.397418712,-1.120330201,-0.429417254,0.06573615,-1.304079068,-0.202372571,-0.082172984,-0.27640724,-0.096927098,-0.230085126,-0.513330617,-0.226490078,0.313585903,-0.941495704,-0.794257681,-0.742641967,-1.14698961,-0.38032642,0.273079134,-0.712759193,-1.107013021,-0.667157703,-0.096411999,-0.212536531,-0.017266776,-1.041303633,-0.457400554,0.045564309
3503,"GABRB1 Gamma-aminobutyric acid (GABA) A receptor, beta 1",X14767_at,-1.414095164,0.077380745,-1.423498758,-1.274964371,-1.373415231,-1.192833271,-1.216808164,-1.335413943,-0.689275278,-0.362400993,-1.243743654,-1.01377406,-1.318316435,-1.356060601,-1.339686102,-1.357386275,-1.510219388,-1.179975696,-1.207606614,-0.474331628,-1.045769178,-1.111595482,0.094132651,-1.434645277,-1.217174178,-1.24631406,-1.216362346,-1.385727619,-1.063445157,0.429130403,-1.228487646,-0.013311891,-0.046204469,-1.314257825,-1.214385383,-0.091494538,-0.310346087,-1.299149559,-1.225212914,-1.254586207,-0.856841941,-0.181044149,-1.168814844,-1.072448275,-0.465387492,-1.120330201,-1.270905826,-1.431552747,0.15249031,-0.049780163,-1.227021204,-0.990861792,-1.443618533,-1.3272715,-1.156389118,-1.263357223,-0.545977615,-0.059671564,-1.098814617,-0.897422359,0.571986802,-1.31109581,-1.249174891,-1.481627658,-1.143157921,-1.018678067,-1.183311149,-0.567287963,-0.442314446,-1.041303633,-0.192085169,-1.29024248
3504,RD Radin blood group,X16105_at,-0.859613709,0.16627154,-0.852870259,0.388300806,-1.373415231,0.476355886,0.556947173,-0.772419758,-1.250565858,-0.510167904,-1.243743654,0.021964091,-1.318316435,-1.356060601,-0.779456891,-0.251240059,0.485797754,-1.179975696,-1.207606614,-1.429112648,-0.7933224,-0.865332107,0.481824025,-1.425447593,-1.217174178,-1.24631406,0.084655338,-1.157510426,-0.240060127,-0.062165732,0.035225457,-0.172186896,-0.097540521,-1.314257825,-1.214385383,-0.737868178,-0.241774539,-0.347495123,-1.225212914,-1.254586207,-0.849966075,-0.436976535,-1.196632989,-1.072448275,-1.06247623,-1.120330201,-1.270905826,-0.583899927,0.658245942,0.492094657,0.053210864,0.244877204,-1.443618533,-1.3272715,0.268005344,-0.333698568,-1.058009908,-0.478788487,-0.139987358,-1.110465113,0.42796365,-0.430968062,-1.270608598,-0.204643884,-0.715791399,-1.018678067,-0.699017407,-0.697652821,-1.422468728,0.042744207,-0.115002368,-1.29024248
3505,JUNB Jun B proto-oncogene,X51345_at,0.457283117,1.992056532,-0.218236776,-0.09811563,1.038413656,0.168655017,0.967428083,1.542335173,0.968814685,0.558390254,0.205763721,1.82210509,0.815026639,0.041337935,0.816022882,0.576098337,0.337528576,2.013519436,1.911847308,1.832476415,1.324853627,0.248734269,0.202350496,-0.054664989,1.655158923,2.937642774,1.359184376,2.58827181,1.283965331,1.916760305,0.648664309,2.008750425,1.853764022,1.617945631,-0.318565482,2.375041392,2.047205673,1.294210171,2.066306822,0.199999688,0.976370827,1.939138715,1.757078358,-1.072448275,2.280529799,2.357537495,1.425575642,0.87761152,1.525797298,1.988454556,2.17611842,2.24818646,1.476850161,0.95251454,0.604678725,0.026043804,1.192955997,2.375950978,-0.937933708,0.818309866,2.146884587,1.800491989,2.58407015,0.066863372,3.04979838,2.068747983,2.816760758,2.003243787,2.420686838,2.499744621,2.495373781,1.978236971
3506,"MYH7 Myosin, heavy polypeptide 7, cardiac muscle, beta",X52889_at,0.92596624,0.638301488,1.008870417,1.152051794,0.068572476,1.133992567,1.211306798,1.055441499,0.64874255,0.49163208,0.798776751,0.915903353,0.630520244,0.600172943,0.51477516,0.965465213,1.086051229,0.962309451,0.824086153,0.689746271,0.507635676,-0.128548837,1.185363607,1.142555271,0.984894097,0.990643228,1.253725264,1.038906546,0.472542855,0.808659638,0.89043805,0.755462618,1.098558074,1.102666614,1.14353955,0.825904249,0.791218222,0.887054942,1.047244878,1.270801823,0.309029752,0.873049585,0.573589965,-0.088814179,-1.06247623,0.49447324,0.841001757,0.899050101,1.276005217,0.915089231,1.133905672,0.715584244,0.701095204,0.528757595,0.850478678,1.462038367,0.933612401,1.350743675,0.816231142,0.623763606,1.261428459,0.473569961,1.028252942,1.100759452,1.147642119,0.61115761,0.733744616,0.389692359,0.176526222,0.596619398,0.879227158,0.770537073
3507,SCYA4 Small inducible cytokine A4 (homologous to mouse Mip-1b),X53683_at,-0.461730867,-1.335163026,-0.288062588,-0.720028273,-1.373415231,-0.48515906,-1.054378881,-0.87415976,-1.217107887,-1.185748659,0.064885401,-1.01377406,-0.38971394,-1.356060601,-1.339686102,-1.357386275,-1.510219388,-0.773580948,-0.829232483,-1.534413371,0.111357485,-1.111595482,-0.145295022,-1.434645277,-1.217174178,-0.624189998,0.492613331,-0.434601049,-1.063445157,-1.272406126,-0.937052121,-1.404189209,0.482913766,-1.314257825,-0.529232802,0.370015743,-1.31181697,0.219703191,0.706587043,-1.254586207,0.0059005,-1.24638365,0.231337642,-0.11755159,-0.077024399,0.245365474,0.256771522,-1.431552747,-0.22961166,-0.936909169,-0.749636678,-0.990861792,-0.219693168,0.394904632,-1.090734586,0.683404683,0.336080252,-0.792127641,-1.098814617,-1.110465113,-1.163804258,-1.31109581,-0.95850653,-1.481627658,-1.143157921,0.18258799,-0.077196975,-0.194994436,-0.376141284,0.337219749,-1.21065485,-0.96268247
